Date_Time (LST/LDT), Event, Speed (knots),Dive Site,Current Station Name,Current Station ID,Latitude,Longitude
1/6/24 6:48, slack,-,Tacoma Narrows,"The Narrows, North",PUG1567,47.26533573,-122.5444392
1/6/24 9:30, flood,2.1,Tacoma Narrows,"The Narrows, North",PUG1568,47.26533573,-122.5444392
1/6/24 12:24, slack,-,Tacoma Narrows,"The Narrows, North",PUG1569,47.26533573,-122.5444392
1/6/24 16:18, ebb,-4.3,Tacoma Narrows,"The Narrows, North",PUG1570,47.26533573,-122.5444392
1/6/24 20:06, slack,-,Tacoma Narrows,"The Narrows, North",PUG1571,47.26533573,-122.5444392
1/6/24 23:06, flood,3.7,Tacoma Narrows,"The Narrows, North",PUG1572,47.26533573,-122.5444392
1/7/24 3:00, slack,-,Tacoma Narrows,"The Narrows, North",PUG1573,47.26533573,-122.5444392
1/7/24 5:18, ebb,-1.4,Tacoma Narrows,"The Narrows, North",PUG1574,47.26533573,-122.5444392
1/7/24 8:12, slack,-,Tacoma Narrows,"The Narrows, North",PUG1575,47.26533573,-122.5444392
1/7/24 10:30, flood,1.8,Tacoma Narrows,"The Narrows, North",PUG1576,47.26533573,-122.5444392
1/7/24 13:00, slack,-,Tacoma Narrows,"The Narrows, North",PUG1577,47.26533573,-122.5444392
1/7/24 17:00, ebb,-4.5,Tacoma Narrows,"The Narrows, North",PUG1578,47.26533573,-122.5444392
1/7/24 20:48, slack,-,Tacoma Narrows,"The Narrows, North",PUG1579,47.26533573,-122.5444392
1/8/24 0:00, flood,4.4,Tacoma Narrows,"The Narrows, North",PUG1580,47.26533573,-122.5444392
1/8/24 4:00, slack,-,Tacoma Narrows,"The Narrows, North",PUG1581,47.26533573,-122.5444392
1/8/24 6:30, ebb,-1.6,Tacoma Narrows,"The Narrows, North",PUG1582,47.26533573,-122.5444392
1/8/24 9:30, slack,-,Tacoma Narrows,"The Narrows, North",PUG1583,47.26533573,-122.5444392
1/8/24 11:30, flood,1.6,Tacoma Narrows,"The Narrows, North",PUG1584,47.26533573,-122.5444392
1/8/24 13:48, slack,-,Tacoma Narrows,"The Narrows, North",PUG1585,47.26533573,-122.5444392
1/8/24 17:48, ebb,-4.7,Tacoma Narrows,"The Narrows, North",PUG1586,47.26533573,-122.5444392
1/8/24 21:36, slack,-,Tacoma Narrows,"The Narrows, North",PUG1587,47.26533573,-122.5444392
1/9/24 0:42, flood,5,Tacoma Narrows,"The Narrows, North",PUG1588,47.26533573,-122.5444392
1/9/24 4:48, slack,-,Tacoma Narrows,"The Narrows, North",PUG1589,47.26533573,-122.5444392
1/9/24 7:36, ebb,-2,Tacoma Narrows,"The Narrows, North",PUG1590,47.26533573,-122.5444392
1/9/24 10:30, slack,-,Tacoma Narrows,"The Narrows, North",PUG1591,47.26533573,-122.5444392
1/9/24 12:30, flood,1.8,Tacoma Narrows,"The Narrows, North",PUG1592,47.26533573,-122.5444392
1/9/24 14:42, slack,-,Tacoma Narrows,"The Narrows, North",PUG1593,47.26533573,-122.5444392
1/9/24 18:36, ebb,-5,Tacoma Narrows,"The Narrows, North",PUG1594,47.26533573,-122.5444392
1/9/24 22:18, slack,-,Tacoma Narrows,"The Narrows, North",PUG1595,47.26533573,-122.5444392
1/10/24 1:30, flood,5.5,Tacoma Narrows,"The Narrows, North",PUG1596,47.26533573,-122.5444392
1/10/24 5:30, slack,-,Tacoma Narrows,"The Narrows, North",PUG1597,47.26533573,-122.5444392
1/10/24 8:30, ebb,-2.4,Tacoma Narrows,"The Narrows, North",PUG1598,47.26533573,-122.5444392
1/10/24 11:18, slack,-,Tacoma Narrows,"The Narrows, North",PUG1599,47.26533573,-122.5444392
1/10/24 13:18, flood,2.2,Tacoma Narrows,"The Narrows, North",PUG1600,47.26533573,-122.5444392
1/10/24 15:36, slack,-,Tacoma Narrows,"The Narrows, North",PUG1601,47.26533573,-122.5444392
1/10/24 19:30, ebb,-5.3,Tacoma Narrows,"The Narrows, North",PUG1602,47.26533573,-122.5444392
1/10/24 23:06, slack,-,Tacoma Narrows,"The Narrows, North",PUG1603,47.26533573,-122.5444392
1/11/24 2:12, flood,5.8,Tacoma Narrows,"The Narrows, North",PUG1604,47.26533573,-122.5444392
1/11/24 6:18, slack,-,Tacoma Narrows,"The Narrows, North",PUG1605,47.26533573,-122.5444392
1/11/24 9:12, ebb,-2.7,Tacoma Narrows,"The Narrows, North",PUG1606,47.26533573,-122.5444392
1/11/24 12:00, slack,-,Tacoma Narrows,"The Narrows, North",PUG1607,47.26533573,-122.5444392
1/11/24 14:12, flood,2.6,Tacoma Narrows,"The Narrows, North",PUG1608,47.26533573,-122.5444392
1/11/24 16:30, slack,-,Tacoma Narrows,"The Narrows, North",PUG1609,47.26533573,-122.5444392
1/11/24 20:24, ebb,-5.6,Tacoma Narrows,"The Narrows, North",PUG1610,47.26533573,-122.5444392
1/11/24 23:54, slack,-,Tacoma Narrows,"The Narrows, North",PUG1611,47.26533573,-122.5444392
1/12/24 3:00, flood,6.1,Tacoma Narrows,"The Narrows, North",PUG1612,47.26533573,-122.5444392
1/12/24 7:00, slack,-,Tacoma Narrows,"The Narrows, North",PUG1613,47.26533573,-122.5444392
1/12/24 9:54, ebb,-3,Tacoma Narrows,"The Narrows, North",PUG1614,47.26533573,-122.5444392
1/12/24 12:48, slack,-,Tacoma Narrows,"The Narrows, North",PUG1615,47.26533573,-122.5444392
1/12/24 15:00, flood,2.9,Tacoma Narrows,"The Narrows, North",PUG1616,47.26533573,-122.5444392
1/12/24 17:24, slack,-,Tacoma Narrows,"The Narrows, North",PUG1617,47.26533573,-122.5444392
1/12/24 21:12, ebb,-5.8,Tacoma Narrows,"The Narrows, North",PUG1618,47.26533573,-122.5444392
1/13/24 0:42, slack,-,Tacoma Narrows,"The Narrows, North",PUG1619,47.26533573,-122.5444392
1/13/24 3:42, flood,6.2,Tacoma Narrows,"The Narrows, North",PUG1620,47.26533573,-122.5444392
1/13/24 7:42, slack,-,Tacoma Narrows,"The Narrows, North",PUG1621,47.26533573,-122.5444392
1/13/24 10:36, ebb,-3.3,Tacoma Narrows,"The Narrows, North",PUG1622,47.26533573,-122.5444392
1/13/24 13:36, slack,-,Tacoma Narrows,"The Narrows, North",PUG1623,47.26533573,-122.5444392
1/13/24 15:48, flood,3.1,Tacoma Narrows,"The Narrows, North",PUG1624,47.26533573,-122.5444392
1/13/24 18:18, slack,-,Tacoma Narrows,"The Narrows, North",PUG1625,47.26533573,-122.5444392
1/13/24 22:00, ebb,-5.8,Tacoma Narrows,"The Narrows, North",PUG1626,47.26533573,-122.5444392
1/14/24 1:24, slack,-,Tacoma Narrows,"The Narrows, North",PUG1627,47.26533573,-122.5444392
1/14/24 4:30, flood,6.2,Tacoma Narrows,"The Narrows, North",PUG1628,47.26533573,-122.5444392
1/14/24 8:18, slack,-,Tacoma Narrows,"The Narrows, North",PUG1629,47.26533573,-122.5444392
1/14/24 11:18, ebb,-3.6,Tacoma Narrows,"The Narrows, North",PUG1630,47.26533573,-122.5444392
1/14/24 14:24, slack,-,Tacoma Narrows,"The Narrows, North",PUG1631,47.26533573,-122.5444392
1/14/24 16:42, flood,3.2,Tacoma Narrows,"The Narrows, North",PUG1632,47.26533573,-122.5444392
1/14/24 19:18, slack,-,Tacoma Narrows,"The Narrows, North",PUG1633,47.26533573,-122.5444392
1/14/24 22:42, ebb,-5.4,Tacoma Narrows,"The Narrows, North",PUG1634,47.26533573,-122.5444392
1/15/24 2:12, slack,-,Tacoma Narrows,"The Narrows, North",PUG1635,47.26533573,-122.5444392
1/15/24 5:12, flood,6,Tacoma Narrows,"The Narrows, North",PUG1636,47.26533573,-122.5444392
1/15/24 9:00, slack,-,Tacoma Narrows,"The Narrows, North",PUG1637,47.26533573,-122.5444392
1/15/24 12:06, ebb,-4,Tacoma Narrows,"The Narrows, North",PUG1638,47.26533573,-122.5444392
1/15/24 15:18, slack,-,Tacoma Narrows,"The Narrows, North",PUG1639,47.26533573,-122.5444392
1/15/24 17:36, flood,3.2,Tacoma Narrows,"The Narrows, North",PUG1640,47.26533573,-122.5444392
1/15/24 20:18, slack,-,Tacoma Narrows,"The Narrows, North",PUG1641,47.26533573,-122.5444392
1/15/24 23:30, ebb,-4.7,Tacoma Narrows,"The Narrows, North",PUG1642,47.26533573,-122.5444392
1/16/24 2:54, slack,-,Tacoma Narrows,"The Narrows, North",PUG1643,47.26533573,-122.5444392
1/16/24 6:00, flood,5.6,Tacoma Narrows,"The Narrows, North",PUG1644,47.26533573,-122.5444392
1/16/24 9:36, slack,-,Tacoma Narrows,"The Narrows, North",PUG1645,47.26533573,-122.5444392
1/16/24 12:48, ebb,-4.3,Tacoma Narrows,"The Narrows, North",PUG1646,47.26533573,-122.5444392
1/16/24 16:18, slack,-,Tacoma Narrows,"The Narrows, North",PUG1647,47.26533573,-122.5444392
1/16/24 18:36, flood,3.2,Tacoma Narrows,"The Narrows, North",PUG1648,47.26533573,-122.5444392
1/16/24 21:24, slack,-,Tacoma Narrows,"The Narrows, North",PUG1649,47.26533573,-122.5444392
1/17/24 0:24, ebb,-3.7,Tacoma Narrows,"The Narrows, North",PUG1650,47.26533573,-122.5444392
1/17/24 3:36, slack,-,Tacoma Narrows,"The Narrows, North",PUG1651,47.26533573,-122.5444392
1/17/24 6:42, flood,4.9,Tacoma Narrows,"The Narrows, North",PUG1652,47.26533573,-122.5444392
1/17/24 10:12, slack,-,Tacoma Narrows,"The Narrows, North",PUG1653,47.26533573,-122.5444392
1/17/24 13:42, ebb,-4.6,Tacoma Narrows,"The Narrows, North",PUG1654,47.26533573,-122.5444392
1/17/24 17:18, slack,-,Tacoma Narrows,"The Narrows, North",PUG1655,47.26533573,-122.5444392
1/17/24 19:42, flood,3.3,Tacoma Narrows,"The Narrows, North",PUG1656,47.26533573,-122.5444392
1/17/24 22:48, slack,-,Tacoma Narrows,"The Narrows, North",PUG1657,47.26533573,-122.5444392
1/18/24 1:30, ebb,-2.7,Tacoma Narrows,"The Narrows, North",PUG1658,47.26533573,-122.5444392
1/18/24 4:30, slack,-,Tacoma Narrows,"The Narrows, North",PUG1659,47.26533573,-122.5444392
1/18/24 7:30, flood,4,Tacoma Narrows,"The Narrows, North",PUG1660,47.26533573,-122.5444392
1/18/24 10:54, slack,-,Tacoma Narrows,"The Narrows, North",PUG1661,47.26533573,-122.5444392
1/18/24 14:30, ebb,-4.7,Tacoma Narrows,"The Narrows, North",PUG1662,47.26533573,-122.5444392
1/18/24 18:12, slack,-,Tacoma Narrows,"The Narrows, North",PUG1663,47.26533573,-122.5444392
1/18/24 20:54, flood,3.5,Tacoma Narrows,"The Narrows, North",PUG1664,47.26533573,-122.5444392
1/19/24 0:18, slack,-,Tacoma Narrows,"The Narrows, North",PUG1665,47.26533573,-122.5444392
1/19/24 2:42, ebb,-1.8,Tacoma Narrows,"The Narrows, North",PUG1666,47.26533573,-122.5444392
1/19/24 5:36, slack,-,Tacoma Narrows,"The Narrows, North",PUG1667,47.26533573,-122.5444392
1/19/24 8:24, flood,3,Tacoma Narrows,"The Narrows, North",PUG1668,47.26533573,-122.5444392
1/19/24 11:36, slack,-,Tacoma Narrows,"The Narrows, North",PUG1669,47.26533573,-122.5444392
1/19/24 15:24, ebb,-4.7,Tacoma Narrows,"The Narrows, North",PUG1670,47.26533573,-122.5444392
1/19/24 19:06, slack,-,Tacoma Narrows,"The Narrows, North",PUG1671,47.26533573,-122.5444392
1/19/24 22:12, flood,3.9,Tacoma Narrows,"The Narrows, North",PUG1672,47.26533573,-122.5444392
1/20/24 1:54, slack,-,Tacoma Narrows,"The Narrows, North",PUG1673,47.26533573,-122.5444392
1/20/24 4:18, ebb,-1.4,Tacoma Narrows,"The Narrows, North",PUG1674,47.26533573,-122.5444392
1/20/24 7:00, slack,-,Tacoma Narrows,"The Narrows, North",PUG1675,47.26533573,-122.5444392
1/20/24 9:36, flood,2.1,Tacoma Narrows,"The Narrows, North",PUG1676,47.26533573,-122.5444392
1/20/24 12:18, slack,-,Tacoma Narrows,"The Narrows, North",PUG1677,47.26533573,-122.5444392
1/20/24 16:18, ebb,-4.7,Tacoma Narrows,"The Narrows, North",PUG1678,47.26533573,-122.5444392
1/20/24 20:00, slack,-,Tacoma Narrows,"The Narrows, North",PUG1679,47.26533573,-122.5444392
1/20/24 23:24, flood,4.4,Tacoma Narrows,"The Narrows, North",PUG1680,47.26533573,-122.5444392
1/21/24 3:12, slack,-,Tacoma Narrows,"The Narrows, North",PUG1681,47.26533573,-122.5444392
1/21/24 6:12, ebb,-1.6,Tacoma Narrows,"The Narrows, North",PUG1682,47.26533573,-122.5444392
1/21/24 8:30, slack,-,Tacoma Narrows,"The Narrows, North",PUG1683,47.26533573,-122.5444392
1/21/24 10:54, flood,1.6,Tacoma Narrows,"The Narrows, North",PUG1684,47.26533573,-122.5444392
1/21/24 13:12, slack,-,Tacoma Narrows,"The Narrows, North",PUG1685,47.26533573,-122.5444392
1/21/24 17:12, ebb,-4.6,Tacoma Narrows,"The Narrows, North",PUG1686,47.26533573,-122.5444392
1/21/24 20:54, slack,-,Tacoma Narrows,"The Narrows, North",PUG1687,47.26533573,-122.5444392
1/22/24 0:18, flood,4.8,Tacoma Narrows,"The Narrows, North",PUG1688,47.26533573,-122.5444392
1/22/24 4:12, slack,-,Tacoma Narrows,"The Narrows, North",PUG1689,47.26533573,-122.5444392
1/22/24 7:18, ebb,-2.1,Tacoma Narrows,"The Narrows, North",PUG1690,47.26533573,-122.5444392
1/22/24 9:48, slack,-,Tacoma Narrows,"The Narrows, North",PUG1691,47.26533573,-122.5444392
1/22/24 12:06, flood,1.6,Tacoma Narrows,"The Narrows, North",PUG1692,47.26533573,-122.5444392
1/22/24 14:12, slack,-,Tacoma Narrows,"The Narrows, North",PUG1693,47.26533573,-122.5444392
1/22/24 18:06, ebb,-4.5,Tacoma Narrows,"The Narrows, North",PUG1694,47.26533573,-122.5444392
1/22/24 21:42, slack,-,Tacoma Narrows,"The Narrows, North",PUG1695,47.26533573,-122.5444392
1/23/24 1:06, flood,5.1,Tacoma Narrows,"The Narrows, North",PUG1696,47.26533573,-122.5444392
1/23/24 5:00, slack,-,Tacoma Narrows,"The Narrows, North",PUG1697,47.26533573,-122.5444392
1/23/24 8:12, ebb,-2.5,Tacoma Narrows,"The Narrows, North",PUG1698,47.26533573,-122.5444392
1/23/24 10:42, slack,-,Tacoma Narrows,"The Narrows, North",PUG1699,47.26533573,-122.5444392
1/23/24 13:00, flood,1.8,Tacoma Narrows,"The Narrows, North",PUG1700,47.26533573,-122.5444392
1/23/24 15:06, slack,-,Tacoma Narrows,"The Narrows, North",PUG1701,47.26533573,-122.5444392
1/23/24 19:00, ebb,-4.5,Tacoma Narrows,"The Narrows, North",PUG1702,47.26533573,-122.5444392
1/23/24 22:30, slack,-,Tacoma Narrows,"The Narrows, North",PUG1703,47.26533573,-122.5444392
1/24/24 1:54, flood,5.2,Tacoma Narrows,"The Narrows, North",PUG1704,47.26533573,-122.5444392
1/24/24 5:42, slack,-,Tacoma Narrows,"The Narrows, North",PUG1705,47.26533573,-122.5444392
1/24/24 8:54, ebb,-2.7,Tacoma Narrows,"The Narrows, North",PUG1706,47.26533573,-122.5444392
1/24/24 11:30, slack,-,Tacoma Narrows,"The Narrows, North",PUG1707,47.26533573,-122.5444392
1/24/24 13:48, flood,2,Tacoma Narrows,"The Narrows, North",PUG1708,47.26533573,-122.5444392
1/24/24 16:00, slack,-,Tacoma Narrows,"The Narrows, North",PUG1709,47.26533573,-122.5444392
1/24/24 19:42, ebb,-4.6,Tacoma Narrows,"The Narrows, North",PUG1710,47.26533573,-122.5444392
1/24/24 23:12, slack,-,Tacoma Narrows,"The Narrows, North",PUG1711,47.26533573,-122.5444392
1/25/24 2:30, flood,5.1,Tacoma Narrows,"The Narrows, North",PUG1712,47.26533573,-122.5444392
1/25/24 6:18, slack,-,Tacoma Narrows,"The Narrows, North",PUG1713,47.26533573,-122.5444392
1/25/24 9:30, ebb,-2.8,Tacoma Narrows,"The Narrows, North",PUG1714,47.26533573,-122.5444392
1/25/24 12:06, slack,-,Tacoma Narrows,"The Narrows, North",PUG1715,47.26533573,-122.5444392
1/25/24 14:24, flood,2.3,Tacoma Narrows,"The Narrows, North",PUG1716,47.26533573,-122.5444392
1/25/24 16:48, slack,-,Tacoma Narrows,"The Narrows, North",PUG1717,47.26533573,-122.5444392
1/25/24 20:24, ebb,-4.7,Tacoma Narrows,"The Narrows, North",PUG1718,47.26533573,-122.5444392
1/25/24 23:54, slack,-,Tacoma Narrows,"The Narrows, North",PUG1719,47.26533573,-122.5444392
1/26/24 3:06, flood,5.1,Tacoma Narrows,"The Narrows, North",PUG1720,47.26533573,-122.5444392
1/26/24 6:54, slack,-,Tacoma Narrows,"The Narrows, North",PUG1721,47.26533573,-122.5444392
1/26/24 10:00, ebb,-2.9,Tacoma Narrows,"The Narrows, North",PUG1722,47.26533573,-122.5444392
1/26/24 12:42, slack,-,Tacoma Narrows,"The Narrows, North",PUG1723,47.26533573,-122.5444392
1/26/24 15:00, flood,2.5,Tacoma Narrows,"The Narrows, North",PUG1724,47.26533573,-122.5444392
1/26/24 17:30, slack,-,Tacoma Narrows,"The Narrows, North",PUG1725,47.26533573,-122.5444392
1/26/24 21:00, ebb,-4.8,Tacoma Narrows,"The Narrows, North",PUG1726,47.26533573,-122.5444392
1/27/24 0:30, slack,-,Tacoma Narrows,"The Narrows, North",PUG1727,47.26533573,-122.5444392
1/27/24 3:36, flood,5,Tacoma Narrows,"The Narrows, North",PUG1728,47.26533573,-122.5444392
1/27/24 7:24, slack,-,Tacoma Narrows,"The Narrows, North",PUG1729,47.26533573,-122.5444392
1/27/24 10:24, ebb,-3,Tacoma Narrows,"The Narrows, North",PUG1730,47.26533573,-122.5444392
1/27/24 13:18, slack,-,Tacoma Narrows,"The Narrows, North",PUG1731,47.26533573,-122.5444392
1/27/24 15:30, flood,2.6,Tacoma Narrows,"The Narrows, North",PUG1732,47.26533573,-122.5444392
1/27/24 18:06, slack,-,Tacoma Narrows,"The Narrows, North",PUG1733,47.26533573,-122.5444392
1/27/24 21:36, ebb,-4.7,Tacoma Narrows,"The Narrows, North",PUG1734,47.26533573,-122.5444392
1/28/24 1:00, slack,-,Tacoma Narrows,"The Narrows, North",PUG1735,47.26533573,-122.5444392
1/28/24 4:06, flood,5,Tacoma Narrows,"The Narrows, North",PUG1736,47.26533573,-122.5444392
1/28/24 7:54, slack,-,Tacoma Narrows,"The Narrows, North",PUG1737,47.26533573,-122.5444392
1/28/24 10:48, ebb,-3.2,Tacoma Narrows,"The Narrows, North",PUG1738,47.26533573,-122.5444392
1/28/24 13:54, slack,-,Tacoma Narrows,"The Narrows, North",PUG1739,47.26533573,-122.5444392
1/28/24 16:06, flood,2.6,Tacoma Narrows,"The Narrows, North",PUG1740,47.26533573,-122.5444392
1/28/24 18:48, slack,-,Tacoma Narrows,"The Narrows, North",PUG1741,47.26533573,-122.5444392
1/28/24 22:12, ebb,-4.5,Tacoma Narrows,"The Narrows, North",PUG1742,47.26533573,-122.5444392
1/29/24 1:30, slack,-,Tacoma Narrows,"The Narrows, North",PUG1743,47.26533573,-122.5444392
1/29/24 4:30, flood,4.9,Tacoma Narrows,"The Narrows, North",PUG1744,47.26533573,-122.5444392
1/29/24 8:18, slack,-,Tacoma Narrows,"The Narrows, North",PUG1745,47.26533573,-122.5444392
1/29/24 11:18, ebb,-3.5,Tacoma Narrows,"The Narrows, North",PUG1746,47.26533573,-122.5444392
1/29/24 14:36, slack,-,Tacoma Narrows,"The Narrows, North",PUG1747,47.26533573,-122.5444392
1/29/24 16:48, flood,2.6,Tacoma Narrows,"The Narrows, North",PUG1748,47.26533573,-122.5444392
1/29/24 19:30, slack,-,Tacoma Narrows,"The Narrows, North",PUG1749,47.26533573,-122.5444392
1/29/24 22:48, ebb,-4.1,Tacoma Narrows,"The Narrows, North",PUG1750,47.26533573,-122.5444392
1/30/24 2:00, slack,-,Tacoma Narrows,"The Narrows, North",PUG1751,47.26533573,-122.5444392
1/30/24 5:06, flood,4.7,Tacoma Narrows,"The Narrows, North",PUG1752,47.26533573,-122.5444392
1/30/24 8:42, slack,-,Tacoma Narrows,"The Narrows, North",PUG1753,47.26533573,-122.5444392
1/30/24 11:48, ebb,-3.7,Tacoma Narrows,"The Narrows, North",PUG1754,47.26533573,-122.5444392
1/30/24 15:18, slack,-,Tacoma Narrows,"The Narrows, North",PUG1755,47.26533573,-122.5444392
1/30/24 17:30, flood,2.7,Tacoma Narrows,"The Narrows, North",PUG1756,47.26533573,-122.5444392
1/30/24 20:18, slack,-,Tacoma Narrows,"The Narrows, North",PUG1757,47.26533573,-122.5444392
1/30/24 23:24, ebb,-3.5,Tacoma Narrows,"The Narrows, North",PUG1758,47.26533573,-122.5444392
1/31/24 2:30, slack,-,Tacoma Narrows,"The Narrows, North",PUG1759,47.26533573,-122.5444392
1/31/24 5:36, flood,4.4,Tacoma Narrows,"The Narrows, North",PUG1760,47.26533573,-122.5444392
1/31/24 9:06, slack,-,Tacoma Narrows,"The Narrows, North",PUG1761,47.26533573,-122.5444392
1/31/24 12:24, ebb,-3.9,Tacoma Narrows,"The Narrows, North",PUG1762,47.26533573,-122.5444392
1/31/24 16:00, slack,-,Tacoma Narrows,"The Narrows, North",PUG1763,47.26533573,-122.5444392
1/31/24 18:18, flood,2.8,Tacoma Narrows,"The Narrows, North",PUG1764,47.26533573,-122.5444392
1/31/24 21:18, slack,-,Tacoma Narrows,"The Narrows, North",PUG1765,47.26533573,-122.5444392
2/1/24 0:06, ebb,-2.8,Tacoma Narrows,"The Narrows, North",PUG1766,47.26533573,-122.5444392
2/1/24 3:06, slack,-,Tacoma Narrows,"The Narrows, North",PUG1767,47.26533573,-122.5444392
2/1/24 6:18, flood,3.8,Tacoma Narrows,"The Narrows, North",PUG1768,47.26533573,-122.5444392
2/1/24 9:30, slack,-,Tacoma Narrows,"The Narrows, North",PUG1769,47.26533573,-122.5444392
2/1/24 13:00, ebb,-4,Tacoma Narrows,"The Narrows, North",PUG1770,47.26533573,-122.5444392
2/1/24 16:42, slack,-,Tacoma Narrows,"The Narrows, North",PUG1771,47.26533573,-122.5444392
2/1/24 19:12, flood,2.9,Tacoma Narrows,"The Narrows, North",PUG1772,47.26533573,-122.5444392
2/1/24 22:24, slack,-,Tacoma Narrows,"The Narrows, North",PUG1773,47.26533573,-122.5444392
2/2/24 1:00, ebb,-2.1,Tacoma Narrows,"The Narrows, North",PUG1774,47.26533573,-122.5444392
2/2/24 3:48, slack,-,Tacoma Narrows,"The Narrows, North",PUG1775,47.26533573,-122.5444392
2/2/24 7:00, flood,3.1,Tacoma Narrows,"The Narrows, North",PUG1776,47.26533573,-122.5444392
2/2/24 9:54, slack,-,Tacoma Narrows,"The Narrows, North",PUG1777,47.26533573,-122.5444392
2/2/24 13:42, ebb,-4,Tacoma Narrows,"The Narrows, North",PUG1778,47.26533573,-122.5444392
2/2/24 17:30, slack,-,Tacoma Narrows,"The Narrows, North",PUG1779,47.26533573,-122.5444392
2/2/24 20:06, flood,3.1,Tacoma Narrows,"The Narrows, North",PUG1780,47.26533573,-122.5444392
2/2/24 23:48, slack,-,Tacoma Narrows,"The Narrows, North",PUG1781,47.26533573,-122.5444392
