Date_Time (LST/LDT), Event, Speed (knots),Dive Site,Current Station Name,Current Station ID,Latitude,Longitude
1/6/24 15:54, ebb,-1.8,Salt Creek,Ediz Hook,PUG1672,48.16745522,-123.704473
1/6/24 19:42, slack,-,Salt Creek,Ediz Hook,PUG1673,48.16745522,-123.704473
1/6/24 23:00, flood,1,Salt Creek,Ediz Hook,PUG1674,48.16745522,-123.704473
1/7/24 2:48, slack,-,Salt Creek,Ediz Hook,PUG1675,48.16745522,-123.704473
1/7/24 6:06, ebb,-1,Salt Creek,Ediz Hook,PUG1676,48.16745522,-123.704473
1/7/24 10:48, slack,-,Salt Creek,Ediz Hook,PUG1677,48.16745522,-123.704473
1/7/24 16:24, ebb,-2,Salt Creek,Ediz Hook,PUG1678,48.16745522,-123.704473
1/7/24 20:06, slack,-,Salt Creek,Ediz Hook,PUG1679,48.16745522,-123.704473
1/7/24 23:12, flood,1.4,Salt Creek,Ediz Hook,PUG1680,48.16745522,-123.704473
1/8/24 3:24, slack,-,Salt Creek,Ediz Hook,PUG1681,48.16745522,-123.704473
1/8/24 6:48, ebb,-1.1,Salt Creek,Ediz Hook,PUG1682,48.16745522,-123.704473
1/8/24 11:24, slack,-,Salt Creek,Ediz Hook,PUG1683,48.16745522,-123.704473
1/8/24 17:00, ebb,-2.1,Salt Creek,Ediz Hook,PUG1684,48.16745522,-123.704473
1/8/24 20:42, slack,-,Salt Creek,Ediz Hook,PUG1685,48.16745522,-123.704473
1/8/24 23:42, flood,1.6,Salt Creek,Ediz Hook,PUG1686,48.16745522,-123.704473
1/9/24 4:00, slack,-,Salt Creek,Ediz Hook,PUG1687,48.16745522,-123.704473
1/9/24 7:30, ebb,-1.2,Salt Creek,Ediz Hook,PUG1688,48.16745522,-123.704473
1/9/24 11:24, slack,-,Salt Creek,Ediz Hook,PUG1689,48.16745522,-123.704473
1/9/24 12:42, slack,-,Salt Creek,Ediz Hook,PUG1690,48.16745522,-123.704473
1/9/24 17:48, ebb,-2.2,Salt Creek,Ediz Hook,PUG1691,48.16745522,-123.704473
1/9/24 21:24, slack,-,Salt Creek,Ediz Hook,PUG1692,48.16745522,-123.704473
1/10/24 0:24, flood,1.6,Salt Creek,Ediz Hook,PUG1693,48.16745522,-123.704473
1/10/24 4:42, slack,-,Salt Creek,Ediz Hook,PUG1694,48.16745522,-123.704473
1/10/24 8:06, ebb,-1.1,Salt Creek,Ediz Hook,PUG1695,48.16745522,-123.704473
1/10/24 11:30, slack,-,Salt Creek,Ediz Hook,PUG1696,48.16745522,-123.704473
1/10/24 12:42, flood,0.2,Salt Creek,Ediz Hook,PUG1697,48.16745522,-123.704473
1/10/24 13:48, slack,-,Salt Creek,Ediz Hook,PUG1698,48.16745522,-123.704473
1/10/24 18:36, ebb,-2.3,Salt Creek,Ediz Hook,PUG1699,48.16745522,-123.704473
1/10/24 22:18, slack,-,Salt Creek,Ediz Hook,PUG1700,48.16745522,-123.704473
1/11/24 1:06, flood,1.6,Salt Creek,Ediz Hook,PUG1701,48.16745522,-123.704473
1/11/24 5:30, slack,-,Salt Creek,Ediz Hook,PUG1702,48.16745522,-123.704473
1/11/24 8:48, ebb,-1.1,Salt Creek,Ediz Hook,PUG1703,48.16745522,-123.704473
1/11/24 11:48, slack,-,Salt Creek,Ediz Hook,PUG1704,48.16745522,-123.704473
1/11/24 13:18, flood,0.4,Salt Creek,Ediz Hook,PUG1705,48.16745522,-123.704473
1/11/24 14:48, slack,-,Salt Creek,Ediz Hook,PUG1706,48.16745522,-123.704473
1/11/24 19:24, ebb,-2.3,Salt Creek,Ediz Hook,PUG1707,48.16745522,-123.704473
1/11/24 23:12, slack,-,Salt Creek,Ediz Hook,PUG1708,48.16745522,-123.704473
1/12/24 1:48, flood,1.4,Salt Creek,Ediz Hook,PUG1709,48.16745522,-123.704473
1/12/24 6:12, slack,-,Salt Creek,Ediz Hook,PUG1710,48.16745522,-123.704473
1/12/24 9:30, ebb,-1,Salt Creek,Ediz Hook,PUG1711,48.16745522,-123.704473
1/12/24 12:18, slack,-,Salt Creek,Ediz Hook,PUG1712,48.16745522,-123.704473
1/12/24 14:00, flood,0.6,Salt Creek,Ediz Hook,PUG1713,48.16745522,-123.704473
1/12/24 15:42, slack,-,Salt Creek,Ediz Hook,PUG1714,48.16745522,-123.704473
1/12/24 20:18, ebb,-2.2,Salt Creek,Ediz Hook,PUG1715,48.16745522,-123.704473
1/13/24 0:06, slack,-,Salt Creek,Ediz Hook,PUG1716,48.16745522,-123.704473
1/13/24 2:36, flood,1.2,Salt Creek,Ediz Hook,PUG1717,48.16745522,-123.704473
1/13/24 6:48, slack,-,Salt Creek,Ediz Hook,PUG1718,48.16745522,-123.704473
1/13/24 10:18, ebb,-1,Salt Creek,Ediz Hook,PUG1719,48.16745522,-123.704473
1/13/24 13:00, slack,-,Salt Creek,Ediz Hook,PUG1720,48.16745522,-123.704473
1/13/24 14:54, flood,0.6,Salt Creek,Ediz Hook,PUG1721,48.16745522,-123.704473
1/13/24 16:42, slack,-,Salt Creek,Ediz Hook,PUG1722,48.16745522,-123.704473
1/13/24 21:06, ebb,-2,Salt Creek,Ediz Hook,PUG1723,48.16745522,-123.704473
1/14/24 0:54, slack,-,Salt Creek,Ediz Hook,PUG1724,48.16745522,-123.704473
1/14/24 3:24, flood,1,Salt Creek,Ediz Hook,PUG1725,48.16745522,-123.704473
1/14/24 7:18, slack,-,Salt Creek,Ediz Hook,PUG1726,48.16745522,-123.704473
1/14/24 11:00, ebb,-1.1,Salt Creek,Ediz Hook,PUG1727,48.16745522,-123.704473
1/14/24 13:54, slack,-,Salt Creek,Ediz Hook,PUG1728,48.16745522,-123.704473
1/14/24 15:42, flood,0.6,Salt Creek,Ediz Hook,PUG1729,48.16745522,-123.704473
1/14/24 17:36, slack,-,Salt Creek,Ediz Hook,PUG1730,48.16745522,-123.704473
1/14/24 21:54, ebb,-1.7,Salt Creek,Ediz Hook,PUG1731,48.16745522,-123.704473
1/15/24 1:48, slack,-,Salt Creek,Ediz Hook,PUG1732,48.16745522,-123.704473
1/15/24 4:06, flood,0.8,Salt Creek,Ediz Hook,PUG1733,48.16745522,-123.704473
1/15/24 7:42, slack,-,Salt Creek,Ediz Hook,PUG1734,48.16745522,-123.704473
1/15/24 11:54, ebb,-1.3,Salt Creek,Ediz Hook,PUG1735,48.16745522,-123.704473
1/15/24 15:00, slack,-,Salt Creek,Ediz Hook,PUG1736,48.16745522,-123.704473
1/15/24 16:42, flood,0.6,Salt Creek,Ediz Hook,PUG1737,48.16745522,-123.704473
1/15/24 18:36, slack,-,Salt Creek,Ediz Hook,PUG1738,48.16745522,-123.704473
1/15/24 22:42, ebb,-1.3,Salt Creek,Ediz Hook,PUG1739,48.16745522,-123.704473
1/16/24 2:36, slack,-,Salt Creek,Ediz Hook,PUG1740,48.16745522,-123.704473
1/16/24 4:54, flood,0.7,Salt Creek,Ediz Hook,PUG1741,48.16745522,-123.704473
1/16/24 8:06, slack,-,Salt Creek,Ediz Hook,PUG1742,48.16745522,-123.704473
1/16/24 12:48, ebb,-1.6,Salt Creek,Ediz Hook,PUG1743,48.16745522,-123.704473
1/16/24 16:06, slack,-,Salt Creek,Ediz Hook,PUG1744,48.16745522,-123.704473
1/16/24 17:42, flood,0.5,Salt Creek,Ediz Hook,PUG1745,48.16745522,-123.704473
1/16/24 19:48, slack,-,Salt Creek,Ediz Hook,PUG1746,48.16745522,-123.704473
1/16/24 23:54, ebb,-0.8,Salt Creek,Ediz Hook,PUG1747,48.16745522,-123.704473
1/17/24 3:36, slack,-,Salt Creek,Ediz Hook,PUG1748,48.16745522,-123.704473
1/17/24 5:48, flood,0.5,Salt Creek,Ediz Hook,PUG1749,48.16745522,-123.704473
1/17/24 8:36, slack,-,Salt Creek,Ediz Hook,PUG1750,48.16745522,-123.704473
1/17/24 13:36, ebb,-1.8,Salt Creek,Ediz Hook,PUG1751,48.16745522,-123.704473
1/17/24 17:06, slack,-,Salt Creek,Ediz Hook,PUG1752,48.16745522,-123.704473
1/17/24 18:48, flood,0.6,Salt Creek,Ediz Hook,PUG1753,48.16745522,-123.704473
1/17/24 21:42, slack,-,Salt Creek,Ediz Hook,PUG1754,48.16745522,-123.704473
1/18/24 1:48, ebb,-0.6,Salt Creek,Ediz Hook,PUG1755,48.16745522,-123.704473
1/18/24 5:06, slack,-,Salt Creek,Ediz Hook,PUG1756,48.16745522,-123.704473
1/18/24 7:00, flood,0.3,Salt Creek,Ediz Hook,PUG1757,48.16745522,-123.704473
1/18/24 9:24, slack,-,Salt Creek,Ediz Hook,PUG1758,48.16745522,-123.704473
1/18/24 14:30, ebb,-2,Salt Creek,Ediz Hook,PUG1759,48.16745522,-123.704473
1/18/24 18:00, slack,-,Salt Creek,Ediz Hook,PUG1760,48.16745522,-123.704473
1/18/24 20:00, flood,0.7,Salt Creek,Ediz Hook,PUG1761,48.16745522,-123.704473
1/18/24 23:54, slack,-,Salt Creek,Ediz Hook,PUG1762,48.16745522,-123.704473
1/19/24 3:30, ebb,-0.7,Salt Creek,Ediz Hook,PUG1763,48.16745522,-123.704473
1/19/24 7:00, slack,-,Salt Creek,Ediz Hook,PUG1764,48.16745522,-123.704473
1/19/24 8:36, flood,0.2,Salt Creek,Ediz Hook,PUG1765,48.16745522,-123.704473
1/19/24 10:24, slack,-,Salt Creek,Ediz Hook,PUG1766,48.16745522,-123.704473
1/19/24 15:12, ebb,-2.1,Salt Creek,Ediz Hook,PUG1767,48.16745522,-123.704473
1/19/24 18:42, slack,-,Salt Creek,Ediz Hook,PUG1768,48.16745522,-123.704473
1/19/24 21:06, flood,1,Salt Creek,Ediz Hook,PUG1769,48.16745522,-123.704473
1/20/24 1:12, slack,-,Salt Creek,Ediz Hook,PUG1770,48.16745522,-123.704473
1/20/24 4:42, ebb,-0.9,Salt Creek,Ediz Hook,PUG1771,48.16745522,-123.704473
1/20/24 8:30, slack,-,Salt Creek,Ediz Hook,PUG1772,48.16745522,-123.704473
1/20/24 10:00, flood,0.2,Salt Creek,Ediz Hook,PUG1773,48.16745522,-123.704473
1/20/24 11:30, slack,-,Salt Creek,Ediz Hook,PUG1774,48.16745522,-123.704473
1/20/24 15:54, ebb,-2.1,Salt Creek,Ediz Hook,PUG1775,48.16745522,-123.704473
1/20/24 19:24, slack,-,Salt Creek,Ediz Hook,PUG1776,48.16745522,-123.704473
1/20/24 22:00, flood,1.3,Salt Creek,Ediz Hook,PUG1777,48.16745522,-123.704473
1/21/24 2:00, slack,-,Salt Creek,Ediz Hook,PUG1778,48.16745522,-123.704473
1/21/24 5:42, ebb,-1.2,Salt Creek,Ediz Hook,PUG1779,48.16745522,-123.704473
1/21/24 9:30, slack,-,Salt Creek,Ediz Hook,PUG1780,48.16745522,-123.704473
1/21/24 11:00, flood,0.3,Salt Creek,Ediz Hook,PUG1781,48.16745522,-123.704473
1/21/24 12:30, slack,-,Salt Creek,Ediz Hook,PUG1782,48.16745522,-123.704473
1/21/24 16:42, ebb,-2.1,Salt Creek,Ediz Hook,PUG1783,48.16745522,-123.704473
1/21/24 20:00, slack,-,Salt Creek,Ediz Hook,PUG1784,48.16745522,-123.704473
1/21/24 22:48, flood,1.5,Salt Creek,Ediz Hook,PUG1785,48.16745522,-123.704473
1/22/24 2:36, slack,-,Salt Creek,Ediz Hook,PUG1786,48.16745522,-123.704473
1/22/24 6:36, ebb,-1.4,Salt Creek,Ediz Hook,PUG1787,48.16745522,-123.704473
1/22/24 10:18, slack,-,Salt Creek,Ediz Hook,PUG1788,48.16745522,-123.704473
1/22/24 11:48, flood,0.4,Salt Creek,Ediz Hook,PUG1789,48.16745522,-123.704473
1/22/24 13:18, slack,-,Salt Creek,Ediz Hook,PUG1790,48.16745522,-123.704473
1/22/24 17:24, ebb,-2,Salt Creek,Ediz Hook,PUG1791,48.16745522,-123.704473
1/22/24 20:42, slack,-,Salt Creek,Ediz Hook,PUG1792,48.16745522,-123.704473
1/22/24 23:30, flood,1.6,Salt Creek,Ediz Hook,PUG1793,48.16745522,-123.704473
1/23/24 3:18, slack,-,Salt Creek,Ediz Hook,PUG1794,48.16745522,-123.704473
1/23/24 7:18, ebb,-1.5,Salt Creek,Ediz Hook,PUG1795,48.16745522,-123.704473
1/23/24 11:00, slack,-,Salt Creek,Ediz Hook,PUG1796,48.16745522,-123.704473
1/23/24 12:30, flood,0.4,Salt Creek,Ediz Hook,PUG1797,48.16745522,-123.704473
1/23/24 14:06, slack,-,Salt Creek,Ediz Hook,PUG1798,48.16745522,-123.704473
1/23/24 18:12, ebb,-2,Salt Creek,Ediz Hook,PUG1799,48.16745522,-123.704473
1/23/24 21:30, slack,-,Salt Creek,Ediz Hook,PUG1800,48.16745522,-123.704473
1/24/24 0:12, flood,1.6,Salt Creek,Ediz Hook,PUG1801,48.16745522,-123.704473
1/24/24 4:00, slack,-,Salt Creek,Ediz Hook,PUG1802,48.16745522,-123.704473
1/24/24 8:06, ebb,-1.5,Salt Creek,Ediz Hook,PUG1803,48.16745522,-123.704473
1/24/24 11:42, slack,-,Salt Creek,Ediz Hook,PUG1804,48.16745522,-123.704473
1/24/24 13:06, flood,0.4,Salt Creek,Ediz Hook,PUG1805,48.16745522,-123.704473
1/24/24 14:48, slack,-,Salt Creek,Ediz Hook,PUG1806,48.16745522,-123.704473
1/24/24 19:00, ebb,-1.9,Salt Creek,Ediz Hook,PUG1807,48.16745522,-123.704473
1/24/24 22:18, slack,-,Salt Creek,Ediz Hook,PUG1808,48.16745522,-123.704473
1/25/24 1:00, flood,1.5,Salt Creek,Ediz Hook,PUG1809,48.16745522,-123.704473
1/25/24 4:42, slack,-,Salt Creek,Ediz Hook,PUG1810,48.16745522,-123.704473
1/25/24 8:54, ebb,-1.4,Salt Creek,Ediz Hook,PUG1811,48.16745522,-123.704473
1/25/24 12:24, slack,-,Salt Creek,Ediz Hook,PUG1812,48.16745522,-123.704473
1/25/24 13:48, flood,0.4,Salt Creek,Ediz Hook,PUG1813,48.16745522,-123.704473
1/25/24 15:30, slack,-,Salt Creek,Ediz Hook,PUG1814,48.16745522,-123.704473
1/25/24 19:48, ebb,-1.8,Salt Creek,Ediz Hook,PUG1815,48.16745522,-123.704473
1/25/24 23:12, slack,-,Salt Creek,Ediz Hook,PUG1816,48.16745522,-123.704473
1/26/24 1:42, flood,1.3,Salt Creek,Ediz Hook,PUG1817,48.16745522,-123.704473
1/26/24 5:24, slack,-,Salt Creek,Ediz Hook,PUG1818,48.16745522,-123.704473
1/26/24 9:36, ebb,-1.3,Salt Creek,Ediz Hook,PUG1819,48.16745522,-123.704473
1/26/24 13:06, slack,-,Salt Creek,Ediz Hook,PUG1820,48.16745522,-123.704473
1/26/24 14:30, flood,0.3,Salt Creek,Ediz Hook,PUG1821,48.16745522,-123.704473
1/26/24 16:06, slack,-,Salt Creek,Ediz Hook,PUG1822,48.16745522,-123.704473
1/26/24 20:36, ebb,-1.7,Salt Creek,Ediz Hook,PUG1823,48.16745522,-123.704473
1/27/24 0:00, slack,-,Salt Creek,Ediz Hook,PUG1824,48.16745522,-123.704473
1/27/24 2:30, flood,1.1,Salt Creek,Ediz Hook,PUG1825,48.16745522,-123.704473
1/27/24 6:06, slack,-,Salt Creek,Ediz Hook,PUG1826,48.16745522,-123.704473
1/27/24 10:12, ebb,-1.3,Salt Creek,Ediz Hook,PUG1827,48.16745522,-123.704473
1/27/24 14:00, slack,-,Salt Creek,Ediz Hook,PUG1828,48.16745522,-123.704473
1/27/24 15:18, flood,0.2,Salt Creek,Ediz Hook,PUG1829,48.16745522,-123.704473
1/27/24 16:48, slack,-,Salt Creek,Ediz Hook,PUG1830,48.16745522,-123.704473
1/27/24 21:18, ebb,-1.4,Salt Creek,Ediz Hook,PUG1831,48.16745522,-123.704473
1/28/24 0:42, slack,-,Salt Creek,Ediz Hook,PUG1832,48.16745522,-123.704473
1/28/24 3:12, flood,1,Salt Creek,Ediz Hook,PUG1833,48.16745522,-123.704473
1/28/24 6:36, slack,-,Salt Creek,Ediz Hook,PUG1834,48.16745522,-123.704473
1/28/24 10:48, ebb,-1.3,Salt Creek,Ediz Hook,PUG1835,48.16745522,-123.704473
1/28/24 15:00, slack,-,Salt Creek,Ediz Hook,PUG1836,48.16745522,-123.704473
1/28/24 16:00, flood,0.1,Salt Creek,Ediz Hook,PUG1837,48.16745522,-123.704473
1/28/24 17:24, slack,-,Salt Creek,Ediz Hook,PUG1838,48.16745522,-123.704473
1/28/24 22:06, ebb,-1.1,Salt Creek,Ediz Hook,PUG1839,48.16745522,-123.704473
1/29/24 1:24, slack,-,Salt Creek,Ediz Hook,PUG1840,48.16745522,-123.704473
1/29/24 3:54, flood,0.8,Salt Creek,Ediz Hook,PUG1841,48.16745522,-123.704473
1/29/24 7:00, slack,-,Salt Creek,Ediz Hook,PUG1842,48.16745522,-123.704473
1/29/24 11:24, ebb,-1.3,Salt Creek,Ediz Hook,PUG1843,48.16745522,-123.704473
1/29/24 16:06, slack,-,Salt Creek,Ediz Hook,PUG1844,48.16745522,-123.704473
1/29/24 18:00, slack,-,Salt Creek,Ediz Hook,PUG1845,48.16745522,-123.704473
1/29/24 22:54, ebb,-0.8,Salt Creek,Ediz Hook,PUG1846,48.16745522,-123.704473
1/30/24 2:06, slack,-,Salt Creek,Ediz Hook,PUG1847,48.16745522,-123.704473
1/30/24 4:30, flood,0.6,Salt Creek,Ediz Hook,PUG1848,48.16745522,-123.704473
1/30/24 7:06, slack,-,Salt Creek,Ediz Hook,PUG1849,48.16745522,-123.704473
1/30/24 11:54, ebb,-1.4,Salt Creek,Ediz Hook,PUG1850,48.16745522,-123.704473
1/30/24 16:54, slack,-,Salt Creek,Ediz Hook,PUG1851,48.16745522,-123.704473
1/30/24 19:30, slack,-,Salt Creek,Ediz Hook,PUG1852,48.16745522,-123.704473
1/30/24 23:54, ebb,-0.5,Salt Creek,Ediz Hook,PUG1853,48.16745522,-123.704473
1/31/24 2:54, slack,-,Salt Creek,Ediz Hook,PUG1854,48.16745522,-123.704473
1/31/24 5:06, flood,0.3,Salt Creek,Ediz Hook,PUG1855,48.16745522,-123.704473
1/31/24 7:06, slack,-,Salt Creek,Ediz Hook,PUG1856,48.16745522,-123.704473
1/31/24 12:30, ebb,-1.5,Salt Creek,Ediz Hook,PUG1857,48.16745522,-123.704473
1/31/24 17:12, slack,-,Salt Creek,Ediz Hook,PUG1858,48.16745522,-123.704473
1/31/24 18:42, flood,0.2,Salt Creek,Ediz Hook,PUG1859,48.16745522,-123.704473
1/31/24 22:30, slack,-,Salt Creek,Ediz Hook,PUG1860,48.16745522,-123.704473
2/1/24 1:30, ebb,-0.4,Salt Creek,Ediz Hook,PUG1861,48.16745522,-123.704473
2/1/24 4:42, slack,-,Salt Creek,Ediz Hook,PUG1862,48.16745522,-123.704473
2/1/24 6:42, slack,-,Salt Creek,Ediz Hook,PUG1863,48.16745522,-123.704473
2/1/24 13:00, ebb,-1.5,Salt Creek,Ediz Hook,PUG1864,48.16745522,-123.704473
2/1/24 17:18, slack,-,Salt Creek,Ediz Hook,PUG1865,48.16745522,-123.704473
2/1/24 19:42, flood,0.4,Salt Creek,Ediz Hook,PUG1866,48.16745522,-123.704473
2/1/24 21:24, flood,0.4,Salt Creek,Ediz Hook,PUG1867,48.16745522,-123.704473
2/2/24 0:18, slack,-,Salt Creek,Ediz Hook,PUG1868,48.16745522,-123.704473
2/2/24 3:00, ebb,-0.4,Salt Creek,Ediz Hook,PUG1869,48.16745522,-123.704473
2/2/24 6:42, ebb,-0.2,Salt Creek,Ediz Hook,PUG1870,48.16745522,-123.704473
2/2/24 13:36, ebb,-1.6,Salt Creek,Ediz Hook,PUG1871,48.16745522,-123.704473
2/2/24 17:36, slack,-,Salt Creek,Ediz Hook,PUG1872,48.16745522,-123.704473
2/2/24 20:24, flood,0.7,Salt Creek,Ediz Hook,PUG1873,48.16745522,-123.704473
2/3/24 1:12, slack,-,Salt Creek,Ediz Hook,PUG1874,48.16745522,-123.704473
2/3/24 4:18, ebb,-0.7,Salt Creek,Ediz Hook,PUG1875,48.16745522,-123.704473
2/3/24 8:00, ebb,-0.4,Salt Creek,Ediz Hook,PUG1876,48.16745522,-123.704473
2/3/24 14:18, ebb,-1.7,Salt Creek,Ediz Hook,PUG1877,48.16745522,-123.704473
2/3/24 18:00, slack,-,Salt Creek,Ediz Hook,PUG1878,48.16745522,-123.704473
2/3/24 21:06, flood,1,Salt Creek,Ediz Hook,PUG1879,48.16745522,-123.704473
2/4/24 1:48, slack,-,Salt Creek,Ediz Hook,PUG1880,48.16745522,-123.704473
2/4/24 5:06, ebb,-0.9,Salt Creek,Ediz Hook,PUG1881,48.16745522,-123.704473
2/4/24 9:18, ebb,-0.4,Salt Creek,Ediz Hook,PUG1882,48.16745522,-123.704473
2/4/24 15:00, ebb,-1.9,Salt Creek,Ediz Hook,PUG1883,48.16745522,-123.704473
2/4/24 18:36, slack,-,Salt Creek,Ediz Hook,PUG1884,48.16745522,-123.704473
2/4/24 21:48, flood,1.2,Salt Creek,Ediz Hook,PUG1885,48.16745522,-123.704473
2/5/24 2:24, slack,-,Salt Creek,Ediz Hook,PUG1886,48.16745522,-123.704473
2/5/24 5:42, ebb,-1.1,Salt Creek,Ediz Hook,PUG1887,48.16745522,-123.704473
2/5/24 10:12, ebb,-0.3,Salt Creek,Ediz Hook,PUG1888,48.16745522,-123.704473
2/5/24 15:48, ebb,-2,Salt Creek,Ediz Hook,PUG1889,48.16745522,-123.704473
2/5/24 19:24, slack,-,Salt Creek,Ediz Hook,PUG1890,48.16745522,-123.704473
2/5/24 22:36, flood,1.4,Salt Creek,Ediz Hook,PUG1891,48.16745522,-123.704473
2/6/24 3:06, slack,-,Salt Creek,Ediz Hook,PUG1892,48.16745522,-123.704473
2/6/24 6:24, ebb,-1.1,Salt Creek,Ediz Hook,PUG1893,48.16745522,-123.704473
2/6/24 10:54, slack,-,Salt Creek,Ediz Hook,PUG1894,48.16745522,-123.704473
2/6/24 16:30, ebb,-2.2,Salt Creek,Ediz Hook,PUG1895,48.16745522,-123.704473
2/6/24 20:12, slack,-,Salt Creek,Ediz Hook,PUG1896,48.16745522,-123.704473
2/6/24 23:18, flood,1.5,Salt Creek,Ediz Hook,PUG1897,48.16745522,-123.704473
2/7/24 3:42, slack,-,Salt Creek,Ediz Hook,PUG1898,48.16745522,-123.704473
2/7/24 7:00, ebb,-1.1,Salt Creek,Ediz Hook,PUG1899,48.16745522,-123.704473
2/7/24 10:36, slack,-,Salt Creek,Ediz Hook,PUG1900,48.16745522,-123.704473
2/7/24 11:36, flood,0.2,Salt Creek,Ediz Hook,PUG1901,48.16745522,-123.704473
2/7/24 12:36, slack,-,Salt Creek,Ediz Hook,PUG1902,48.16745522,-123.704473
2/7/24 17:24, ebb,-2.3,Salt Creek,Ediz Hook,PUG1903,48.16745522,-123.704473
2/7/24 21:12, slack,-,Salt Creek,Ediz Hook,PUG1904,48.16745522,-123.704473
2/8/24 0:06, flood,1.4,Salt Creek,Ediz Hook,PUG1905,48.16745522,-123.704473
2/8/24 4:24, slack,-,Salt Creek,Ediz Hook,PUG1906,48.16745522,-123.704473
2/8/24 7:42, ebb,-1.1,Salt Creek,Ediz Hook,PUG1907,48.16745522,-123.704473
2/8/24 10:48, slack,-,Salt Creek,Ediz Hook,PUG1908,48.16745522,-123.704473
2/8/24 12:12, flood,0.4,Salt Creek,Ediz Hook,PUG1909,48.16745522,-123.704473
2/8/24 13:42, slack,-,Salt Creek,Ediz Hook,PUG1910,48.16745522,-123.704473
2/8/24 18:12, ebb,-2.2,Salt Creek,Ediz Hook,PUG1911,48.16745522,-123.704473
2/8/24 22:06, slack,-,Salt Creek,Ediz Hook,PUG1912,48.16745522,-123.704473
2/9/24 0:48, flood,1.3,Salt Creek,Ediz Hook,PUG1913,48.16745522,-123.704473
2/9/24 5:00, slack,-,Salt Creek,Ediz Hook,PUG1914,48.16745522,-123.704473
2/9/24 8:24, ebb,-1.1,Salt Creek,Ediz Hook,PUG1915,48.16745522,-123.704473
2/9/24 11:18, slack,-,Salt Creek,Ediz Hook,PUG1916,48.16745522,-123.704473
2/9/24 13:00, flood,0.6,Salt Creek,Ediz Hook,PUG1917,48.16745522,-123.704473
